노선 아이디,노선명,기점노드 아이디,종점노드 아이디,기점정류장,종점정류장,지자체코드,지자체명
300000083,02월 20일,300001863,300000615,현대제철,당진보건소,300,당진시
300000084,03월 20일,300001136,300001860,구터미널(새마을금고),중외제약,300,당진시
300000087,20,300001463,300000870,한진포구입구,당진버스터미널,300,당진시
300000088,20,300001136,300000782,구터미널(새마을금고),변전소,300,당진시
300000089,20,300001136,300000941,구터미널(새마을금고),중외제약,300,당진시
300000090,01월 20일,300000322,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000091,20,300000326,300000615,변전소,당진보건소,300,당진시
300000092,20,300000326,300000615,변전소,당진보건소,300,당진시
300000093,20,300001860,300000615,중외제약,당진보건소,300,당진시
300000094,21,300001136,300001463,구터미널(새마을금고),한진포구입구,300,당진시
300000095,21,300001862,300000615,내도리입구,당진보건소,300,당진시
300000096,21,300001862,300000615,내도리입구,당진보건소,300,당진시
300000097,01월 22일,300001136,300000322,구터미널(새마을금고),동광.신성미소2단지,300,당진시
300000098,01월 22일,300000001,300000615,한진포구,당진보건소,300,당진시
300000099,01월 22일,300000322,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000100,01월 22일,300001466,300000615,복운리,당진보건소,300,당진시
300000101,02월 22일,300000001,300000615,한진포구,당진보건소,300,당진시
300000102,02월 22일,300001136,300000780,구터미널(새마을금고),한진포구,300,당진시
300000103,02월 22일,300000322,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000106,22,300000001,300000615,한진포구,당진보건소,300,당진시
300000107,22,300001463,300000615,한진포구입구,당진보건소,300,당진시
300000108,22,300001463,300000615,한진포구입구,당진보건소,300,당진시
300000110,03월 22일,300001136,300000780,구터미널(새마을금고),한진포구,300,당진시
300000111,22,300001136,300000780,구터미널(새마을금고),한진포구,300,당진시
300000112,22,300001136,300001463,구터미널(새마을금고),한진포구입구,300,당진시
300000113,01월 23일,300001136,300000958,구터미널(새마을금고),내도리입구,300,당진시
300000115,02월 23일,300001863,300000615,현대제철,당진보건소,300,당진시
300000116,02월 23일,300001863,300000615,현대제철,당진보건소,300,당진시
300000117,02월 23일,300001863,300000615,현대제철,당진보건소,300,당진시
300000118,23,300001136,300000958,구터미널(새마을금고),내도리입구,300,당진시
300000119,23,300001136,300001863,구터미널(새마을금고),현대제철,300,당진시
300000120,23,300001136,300001863,구터미널(새마을금고),현대제철,300,당진시
300000121,23,300001136,300000958,구터미널(새마을금고),내도리입구,300,당진시
300000123,01월 25일,300001771,300000615,합덕버스터미널,당진보건소,300,당진시
300000124,01월 25일,300001771,300000615,합덕버스터미널,당진보건소,300,당진시
300000125,01월 25일,300001136,300000054,구터미널(새마을금고),합덕버스터미널,300,당진시
300000126,25,300001136,300000054,구터미널(새마을금고),합덕버스터미널,300,당진시
300000127,25,300001771,300000615,합덕버스터미널,당진보건소,300,당진시
300000128,25,300001771,300000615,합덕버스터미널,당진보건소,300,당진시
300000129,01월 26일,300001136,300000322,구터미널(새마을금고),동광.신성미소2단지,300,당진시
300000130,01월 26일,300000322,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000131,02월 26일,300001768,300000615,신평면사무소,당진보건소,300,당진시
300000132,02월 26일,300001136,300000105,구터미널(새마을금고),삽교천시외버스터미널,300,당진시
300000133,02월 26일,300001136,300000105,구터미널(새마을금고),삽교천시외버스터미널,300,당진시
300000134,02월 26일,300000171,300000615,삽교천시외버스터미널,당진보건소,300,당진시
300000135,36,300001136,300000194,구터미널(새마을금고),당산2리,300,당진시
300000136,02월 26일,300000171,300000870,삽교천시외버스터미널,당진버스터미널,300,당진시
300000137,02월 26일,300000171,300001638,삽교천시외버스터미널,문예의전당,300,당진시
300000138,04월 26일,300001136,300000240,구터미널(새마을금고),동광.신성미소2단지,300,당진시
300000139,26,300001136,300000240,구터미널(새마을금고),동광.신성미소2단지,300,당진시
300000140,26,300001136,300000240,구터미널(새마을금고),동광.신성미소2단지,300,당진시
300000141,26,300000322,300001779,동광.신성미소2단지,보건소정류장,300,당진시
300000142,26,300000322,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000144,26,300001862,300000870,내도리입구,당진버스터미널,300,당진시
300000145,26,300000323,300000615,한국유통,당진보건소,300,당진시
300000146,26,300001862,300001779,내도리입구,보건소정류장,300,당진시
300000148,01월 27일,300001136,300002148,구터미널(새마을금고),한정리,300,당진시
300000149,01월 27일,300001136,300000261,구터미널(새마을금고),신평면사무소,300,당진시
300000150,01월 27일,300001136,300000261,구터미널(새마을금고),신평면사무소,300,당진시
300000151,01월 27일,300001136,300001768,구터미널(새마을금고),신평면사무소,300,당진시
300000152,02월 27일,300001768,300000615,신평면사무소,당진보건소,300,당진시
300000153,02월 27일,300001768,300000615,신평면사무소,당진보건소,300,당진시
300000154,02월 27일,300002149,300000615,한정리,당진보건소,300,당진시
300000155,02월 27일,300001782,300001779,전대리,보건소정류장,300,당진시
300000156,02월 27일,300001768,300000615,신평면사무소,당진보건소,300,당진시
300000157,02월 27일,300000581,300000615,도원리,당진보건소,300,당진시
300000158,02월 27일,300000581,300000615,도원리,당진보건소,300,당진시
300000159,03월 27일,300000261,300000615,신평면사무소,당진보건소,300,당진시
300000160,03월 27일,300000261,300000615,신평면사무소,당진보건소,300,당진시
300000161,27,300001136,300000581,구터미널(새마을금고),도원리,300,당진시
300000162,27,300001136,300001768,구터미널(새마을금고),신평면사무소,300,당진시
300000163,27,300001136,300001768,구터미널(새마을금고),신평면사무소,300,당진시
300000164,27,300001136,300001782,구터미널(새마을금고),전대리,300,당진시
300000165,01월 28일,300001401,300001779,정곡리종점,보건소정류장,300,당진시
300000166,01월 28일,300001401,300000615,정곡리종점,당진보건소,300,당진시
300000168,01월 28일,300001136,300000168,구터미널(새마을금고),정곡리종점,300,당진시
300000170,28,300001401,300001779,정곡리종점,보건소정류장,300,당진시
300000171,28,300001401,300000870,정곡리종점,당진버스터미널,300,당진시
300000172,28,300001136,300000168,구터미널(새마을금고),정곡리종점,300,당진시
300000173,28,300001136,300000168,구터미널(새마을금고),정곡리종점,300,당진시
300000174,29,300001136,300000054,구터미널(새마을금고),합덕버스터미널,300,당진시
300000175,29,300001771,300000615,합덕버스터미널,당진보건소,300,당진시
300000177,3,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000180,01월 31일,300001136,300000169,구터미널(새마을금고),현대제철,300,당진시
300000181,01월 31일,300001136,300001862,구터미널(새마을금고),내도리입구,300,당진시
300000182,01월 31일,300000943,300000615,현대제철,당진보건소,300,당진시
300000183,Feb-31,300001136,300000958,구터미널(새마을금고),내도리입구,300,당진시
300000184,Feb-31,300001136,300000958,구터미널(새마을금고),내도리입구,300,당진시
300000185,Feb-31,300001862,300000615,내도리입구,당진보건소,300,당진시
300000186,31,300000240,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000187,31,300000240,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000188,31,300000240,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000189,31,300001136,300000323,구터미널(새마을금고),한국유통,300,당진시
300000190,31,300000240,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000191,31,300001862,300001779,내도리입구,보건소정류장,300,당진시
300000194,Jan-32,300001241,300000615,성문방조제,당진보건소,300,당진시
300000195,32,300001136,300000084,구터미널(새마을금고),성문방조제,300,당진시
300000196,32,300001136,300000084,구터미널(새마을금고),성문방조제,300,당진시
300000198,32,300001241,300000615,성문방조제,당진보건소,300,당진시
300000200,32,300001241,300000870,성문방조제,당진버스터미널,300,당진시
300000201,32,300001241,300000870,성문방조제,당진버스터미널,300,당진시
300000202,Jan-34,300001136,300002017,구터미널(새마을금고),외나무다리,300,당진시
300000203,Jan-34,300002017,300000615,외나무다리,당진보건소,300,당진시
300000204,Jan-34,300002017,300000615,외나무다리,당진보건소,300,당진시
300000205,Feb-34,300001771,300000615,합덕버스터미널,당진보건소,300,당진시
300000206,34,300001136,300002017,구터미널(새마을금고),외나무다리,300,당진시
300000207,34,300002017,300000615,외나무다리,당진보건소,300,당진시
300000208,34,300002017,300000615,외나무다리,당진보건소,300,당진시
300000209,35,300001769,300000615,무수리회관종점,당진보건소,300,당진시
300000210,35,300001136,300000883,구터미널(새마을금고),무수리회관종점,300,당진시
300000211,Jan-36,300001136,300000029,구터미널(새마을금고),당산2리,300,당진시
300000212,Jan-36,300001136,300000194,구터미널(새마을금고),당산2리,300,당진시
300000213,Feb-36,300000194,300000615,당산2리,당진보건소,300,당진시
300000214,Feb-36,300000029,300000615,당산2리,당진보건소,300,당진시
300000215,Mar-36,300000194,300000615,당산2리,당진보건소,300,당진시
300000216,Mar-36,300000194,300000615,당산2리,당진보건소,300,당진시
300000217,Mar-36,300001136,300000029,구터미널(새마을금고),당산2리,300,당진시
300000218,Mar-36,300000029,300000615,당산2리,당진보건소,300,당진시
300000219,36,300001136,300000029,구터미널(새마을금고),당산2리,300,당진시
300000220,36,300000029,300000870,당산2리,당진버스터미널,300,당진시
300000221,Jan-41,289000014,300000870,팔중리회관앞,당진버스터미널,300,당진시
300000222,Jan-41,300000288,300000870,대치리,당진버스터미널,300,당진시
300000223,Jan-41,289000014,300000870,팔중리회관앞,당진버스터미널,300,당진시
300000224,41,300000146,289000011,당진버스터미널,팔중리회관앞,300,당진시
300000225,41,300000146,300001819,당진버스터미널,대치리종점,300,당진시
300000226,41,300000146,300001819,당진버스터미널,대치리종점,300,당진시
300000227,41,300000146,289000011,당진버스터미널,팔중리회관앞,300,당진시
300000228,41,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000229,Jan-42,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000230,Jan-42,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000231,Feb-42,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000232,Mar-42,300001003,300000054,율사리,합덕버스터미널,300,당진시
300000233,42,300000146,300001644,당진버스터미널,율사리,300,당진시
300000234,42,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000235,43,300000146,298000081,당진버스터미널,대천2리,300,당진시
300000236,43,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000237,43,298000004,300000870,대천리,당진버스터미널,300,당진시
300000238,Jan-43,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000240,Jan-45,300000146,300001136,당진버스터미널,구터미널(새마을금고),300,당진시
300000241,Jan-45,300000146,300001972,당진버스터미널,주공그린빌,300,당진시
300000242,Feb-45,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000243,Feb-45,300001010,300001136,수당리,구터미널(새마을금고),300,당진시
300000244,Feb-45,289000003,300000870,운산정류소,당진버스터미널,300,당진시
300000245,Feb-45,300001010,300000870,수당리,당진버스터미널,300,당진시
300000246,Mar-45,300000146,300000722,당진버스터미널,수당리,300,당진시
300000248,Apr-45,300000146,300000722,당진버스터미널,수당리,300,당진시
300000249,Apr-45,300000146,289000003,당진버스터미널,운산정류소,300,당진시
300000250,May-45,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000251,45,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000252,45,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000253,45,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000254,45,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000255,45,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000256,46,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000257,46,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000258,47,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000259,47,300000146,300000613,당진버스터미널,용연리,300,당진시
300000260,47,300000146,300001136,당진버스터미널,구터미널(새마을금고),300,당진시
300000261,47,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000262,47,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000263,Jan-51,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000264,51,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000265,51,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000266,Jan-52,300001771,300000092,합덕버스터미널,면천정류소,300,당진시
300000267,Feb-52,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000268,52,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000269,52,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000270,Jan-53,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000271,Jan-53,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000272,Jan-53,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000273,Feb-53,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000274,Feb-53,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000275,Mar-53,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000276,Apr-53,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000277,53,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000278,Jan-54,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000279,Feb-54,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000280,Mar-54,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000281,54,300000115,300000870,면천정류소,당진버스터미널,300,당진시
300000282,54,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000283,54,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000284,55,300000146,300000054,당진버스터미널,합덕버스터미널,300,당진시
300000285,55,300001771,300000870,합덕버스터미널,당진버스터미널,300,당진시
300000287,Jan-61,300000752,300000870,적서리,당진버스터미널,300,당진시
300000288,Feb-61,300000146,300001900,당진버스터미널,사성1리,300,당진시
300000289,Mar-61,300000146,300001767,당진버스터미널,적서리,300,당진시
300000290,61,300000752,300000870,적서리,당진버스터미널,300,당진시
300000291,Jan-62,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000292,Jan-62,300000146,300000087,당진버스터미널,조금삼거리,300,당진시
300000293,Jan-62,300000446,300000870,사성1리,당진버스터미널,300,당진시
300000294,Mar-62,300000146,300001767,당진버스터미널,적서리,300,당진시
300000295,Mar-62,300000146,300001905,당진버스터미널,한다리,300,당진시
300000296,Mar-62,300000752,300000870,적서리,당진버스터미널,300,당진시
300000297,62,300000146,300001767,당진버스터미널,적서리,300,당진시
300000298,62,300001904,300000870,한다리,당진버스터미널,300,당진시
300000299,Jan-63,300000146,300001767,당진버스터미널,적서리,300,당진시
300000300,Apr-63,300000146,300000444,당진버스터미널,창의사,300,당진시
300000301,Feb-63,300000752,300000870,적서리,당진버스터미널,300,당진시
300000302,Apr-63,300001533,300000870,창의사,당진버스터미널,300,당진시
300000303,Mar-63,300000752,300000870,적서리,당진버스터미널,300,당진시
300000304,Mar-63,300000146,300001767,당진버스터미널,적서리,300,당진시
300000305,63,300000146,300000446,당진버스터미널,사성1리,300,당진시
300000306,63,300001900,300000870,사성1리,당진버스터미널,300,당진시
300000307,63,300001533,300001136,창의사,구터미널(새마을금고),300,당진시
300000308,63,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000309,Jan-64,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000310,Jan-64,300000066,300000870,산성리,당진버스터미널,300,당진시
300000312,Mar-64,300000066,300000870,산성리,당진버스터미널,300,당진시
300000313,Mar-64,300000066,300000870,산성리,당진버스터미널,300,당진시
300000314,Apr-64,300000066,300000870,산성리,당진버스터미널,300,당진시
300000315,64,300000146,300001834,당진버스터미널,산성리,300,당진시
300000316,64,300000146,300001834,당진버스터미널,산성리,300,당진시
300000317,64,300000146,300001834,당진버스터미널,산성리,300,당진시
300000319,71,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000321,72,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000322,72,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000323,72,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000324,72,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000325,Jan-73,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000326,73,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000327,73,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000328,78,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000330,Feb-75,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000331,Mar-75,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000332,75,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000333,75,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000334,76,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000336,77,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000337,Feb-78,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000338,78,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000339,79,300001771,298000003,합덕버스터미널,대천리,300,당진시
300000340,Jan-79,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000341,Feb-79,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000342,79,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000343,79,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000344,79,298000004,300000054,대천리,합덕버스터미널,300,당진시
300000345,Feb-80,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000346,Mar-80,300001771,300001198,합덕버스터미널,동부제철아파트,300,당진시
300000347,May-80,300000019,300000870,서정초등학교,당진버스터미널,300,당진시
300000348,80,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000349,80,300000171,300000054,삽교천시외버스터미널,합덕버스터미널,300,당진시
300000350,Feb-82,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000351,Feb-82,300001771,300000019,합덕버스터미널,서정초등학교,300,당진시
300000352,Jan-83,300001771,300000105,합덕버스터미널,삽교천시외버스터미널,300,당진시
300000353,Feb-83,300001771,300000054,합덕버스터미널,합덕버스터미널,300,당진시
300000354,Mar-83,300001771,300001768,합덕버스터미널,신평면사무소,300,당진시
300000359,Jan-90,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000360,90,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000361,90,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000363,91,300002166,300002167,행정리주차장,행정리주차장,300,당진시
300000364,920,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000365,61,300000146,300001767,당진버스터미널,적서리,300,당진시
300000366,92,300002166,300002167,행정리주차장,행정리주차장,300,당진시
300000367,12,300000146,300001836,당진버스터미널,도비도,300,당진시
300000368,14,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000369,01월 01일,300000137,300000615,가교2리,당진보건소,300,당진시
300000370,4,300000003,300000870,당진대덕마을5단지,당진버스터미널,300,당진시
300000371,92,300002136,300002167,당진교육청,행정리주차장,300,당진시
300000372,91,300002136,300002167,당진교육청,행정리주차장,300,당진시
300000373,91,300002136,300002167,당진교육청,행정리주차장,300,당진시
300000375,920,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000376,01월 26일,300001136,300000322,구터미널(새마을금고),동광.신성미소2단지,300,당진시
300000377,Jan-41,300000288,300000870,대치리,당진버스터미널,300,당진시
300000378,01월 17일,300002130,300000615,신평,당진보건소,300,당진시
300000379,Apr-62,300000146,300001767,당진버스터미널,적서리,300,당진시
300000380,63,300000368,300001062,조금삼거리,우체국,300,당진시
300000381,02월 14일,300000488,300000870,석문방조제,당진버스터미널,300,당진시
300000382,Jan-63,300000146,300001767,당진버스터미널,적서리,300,당진시
300000383,19,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000384,19,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000385,01월 31일,300001862,300000615,내도리입구,당진보건소,300,당진시
300000386,01월 20일,300000322,300000615,동광.신성미소2단지,당진보건소,300,당진시
300000387,02월 15일,300000146,300001348,당진버스터미널,성산3리,300,당진시
300000388,Mar-83,300001771,300001768,합덕버스터미널,신평면사무소,300,당진시
300000389,2,300000146,300000870,당진버스터미널,당진버스터미널,300,당진시
300000390,960,300000146,289000022,당진버스터미널,서산터미널,300,당진시
300000391,960,300000146,289000022,당진버스터미널,서산터미널,300,당진시
300000392,960,289000022,300000870,서산터미널,당진버스터미널,300,당진시
300000393,960,289000022,300000870,서산터미널,당진버스터미널,300,당진시
300000394,10월 03일,300000146,300001723,당진버스터미널,삼봉새마을금고,300,당진시
300000395,10월 01일,300001723,300001136,삼봉새마을금고,구터미널(새마을금고),300,당진시
300000396,04월 22일,300001136,300001463,구터미널(새마을금고),한진포구입구,300,당진시
300000397,20,300001463,300000615,한진포구입구,당진보건소,300,당진시
308000500,100,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000501,100,308000445,308000117,부송동아아파트,시외.고속버스터미널,308,익산시
308000502,100,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000503,101,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000504,101,308000445,308000117,부송동아아파트,시외.고속버스터미널,308,익산시
308000505,101,308000115,308000445,시외.고속버스터미널,부송동아아파트,308,익산시
308000506,102,308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000507,102,308000452,308000102,부송동아아파트,동산휴먼시아아파트,308,익산시
308000508,102,308000101,308000445,동산휴먼시아아파트,부송동아아파트,308,익산시
308000509,102-1,308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000510,102-1(2공단),308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000511,102-1(2공단),308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000512,102-1(경기장),308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000513,102-2,308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000514,102-2(원광중고),308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000515,102-2(팔봉),308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000516,103,308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000517,103-1,308000101,308000102,동산휴먼시아아파트,동산휴먼시아아파트,308,익산시
308000519,104,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000521,104,308000115,308000507,시외.고속버스터미널,부영5차아파트,308,익산시
308000522,107,308000507,308000507,부영5차아파트,부영5차아파트,308,익산시
308000523,107,308000084,308000507,동산우남아파트,부영5차아파트,308,익산시
308000524,107,308000046,308000507,금곡,부영5차아파트,308,익산시
308000525,107,308000507,308000082,부영5차아파트,동산우남아파트,308,익산시
308000526,107,308000557,308000507,어곳마을,부영5차아파트,308,익산시
308000527,107(옛뚝),308000507,308000507,부영5차아파트,부영5차아파트,308,익산시
308000528,107-1,308000507,308000047,부영5차아파트,금곡,308,익산시
308000529,107-2,308000557,308000507,어곳마을,부영5차아파트,308,익산시
308000530,107-2(동중),308000557,308000507,어곳마을,부영5차아파트,308,익산시
308000531,107-2,308000493,308000558,부영5차,어곳마을,308,익산시
308000532,107-2,308000557,308000558,어곳마을,어곳마을,308,익산시
308000533,107-2(옛뚝),308000493,308000507,부영5차,부영5차아파트,308,익산시
308000534,107-2(옛뚝),308000493,308000558,부영5차,어곳마을,308,익산시
308000535,107-2,308000084,308000558,동산우남아파트,어곳마을,308,익산시
308000536,108,308000292,308000292,장신휴먼시아아파트,장신휴먼시아아파트,308,익산시
308000537,108,308000400,308000292,어양공원,장신휴먼시아아파트,308,익산시
308000538,108,308000292,308000400,장신휴먼시아아파트,어양공원,308,익산시
308000539,300,308000227,308000226,송학지안리즈아파트,송학지안리즈아파트,308,익산시
308000540,300,308000101,308000226,동산휴먼시아아파트,송학지안리즈아파트,308,익산시
308000541,300,308000227,308000238,송학지안리즈아파트,광양,308,익산시
308000542,300,308000237,308000226,광양,송학지안리즈아파트,308,익산시
308000543,300,308000227,308000102,송학지안리즈아파트,동산휴먼시아아파트,308,익산시
308000544,300-1,308000606,308000226,오상,송학지안리즈아파트,308,익산시
308000545,111,308000506,308000506,원광대학교병원,원광대학교병원,308,익산시
308000546,111,308000506,312000140,원광대학교병원,삼례터미널,308,익산시
308000547,111,312000137,308000506,삼례터미널,원광대학교병원,308,익산시
308000548,111,308000358,308000506,북부시장,원광대학교병원,308,익산시
308000549,111-1,308000506,308000506,원광대학교병원,원광대학교병원,308,익산시
308000550,111-1,308000523,308000506,왕궁,원광대학교병원,308,익산시
308000551,111-1,308000506,308000523,원광대학교병원,왕궁,308,익산시
308000552,222,308000649,308000117,금마공용버스터미널,시외.고속버스터미널,308,익산시
308000553,222,290000024,308000117,강경우체국,시외.고속버스터미널,308,익산시
308000554,222,308001042,308000358,여산합동정류소,북부시장,308,익산시
308000555,222,308000115,308001307,시외.고속버스터미널,화정,308,익산시
308000556,222-1,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000557,222-1(수은),308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000558,222-1,308000115,308001043,시외.고속버스터미널,여산합동정류소,308,익산시
308000559,222-2,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000560,222-3,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000561,555,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000562,555,312000108,308000117,봉동터미널,시외.고속버스터미널,308,익산시
308000563,555,308000115,312000107,시외.고속버스터미널,봉동터미널,308,익산시
308000564,333,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000565,333,290000024,308000117,강경우체국,시외.고속버스터미널,308,익산시
308000566,333,308001385,308000117,중신리,시외.고속버스터미널,308,익산시
308000567,333,308001367,308000117,용정,시외.고속버스터미널,308,익산시
308000568,333,308000115,290000024,시외.고속버스터미널,강경우체국,308,익산시
308000569,333,308000115,308001384,시외.고속버스터미널,중신리,308,익산시
308000570,333,308000115,308001337,시외.고속버스터미널,용동면사무소,308,익산시
308000571,333,308000115,308000516,시외.고속버스터미널,원대사거리,308,익산시
308000572,333-1,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000575,1-1(첫차),308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000576,1(부영),308000115,308000517,시외.고속버스터미널,부영아파트,308,익산시
308000577,1,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000578,01월 02일,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000579,1-4(첫차),308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000580,1-4(시장경유),308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000581,01월 04일,308000117,308000115,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000582,01월 06일,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000583,1-6(터미널),311000054,308000117,묘동,시외.고속버스터미널,308,익산시
308000584,01월 09일,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000585,1-9(첫차),311000181,308000117,백구,시외.고속버스터미널,308,익산시
308000586,10,308000115,308000117,시외.고속버스터미널,시외.고속버스터미널,308,익산시
308000587,10(터미널),311000001,308000117,봉서,시외.고속버스터미널,308,익산시
